n,time_s
100,7.116500091797207e-05
500,0.00047650399937992916
1000,0.0011054650003643474
2000,0.0024981030001072213
5000,0.007336822998695425
10000,0.01947081199978129
20000,0.03619273299955239
30000,0.05682320399864693
50000,0.10127434100104438
75000,0.1589002620003157
100000,0.22036622199993872
