n,time_s
100,0.00011914300011994783
500,0.0007499900002585491
1000,0.0016892389994609402
2000,0.003407811000215588
5000,0.009671154999523424
10000,0.02039742200031469
20000,0.04228190199864912
30000,0.07450693400096497
50000,0.12620228800005862
75000,0.12132410999947751
100000,0.13436075400022673
